,street,zipcode,bathrooms,bedrooms,description,latitude,sqft,longitude,price,url,yearBuilt,neighborhood
466,5701 Colfax Ave S,55419,2,4,"Bright and cheerful mid-century rambler in Kenny Neighborhood! Tasteful updates and modern decor throughout. Awesome layout with open floor plan. Three bedrooms on one level and a convenient guest suite downstairs. Two working fireplaces. Sunny 3 season porch overlooking the private backyard off the main bedroom. Newer furnace, water heater, plumbing, windows, roof and appliances.  Come check it out!",44.899516999999996,2168,-93.29175500000001,425000,https://www.zillow.com/homedetails/5701-Colfax-Ave-S-Minneapolis-MN-55419/1895657_zpid/,1948,"Kenny, Minneapolis"
467,5916 Colfax Ave S,55419,2,3,"Welcome to this New England charmer! This home has been updated roof to floor! It holds a fabulous kitchen with great storage! Formal living and dining room with rich Walnut stained hardwoods! Cozy family room on the main floor to soak in the Golden hour! Hardwood floors take you upstairs to 3 bedrooms with closet organizers to create a space for all of your things. Everything in its place! Notice the hardware, doorknobs, lighting... finished basement with egress window, a great rec room! More storage in the laundry room. Enjoy the splendor the landscaped backyard and deck. Great fire pit nestled between two garages with ample room! Great storage 2.5 car garage! Perfect for that motorcycle or bikes! One was used as a gym! Completely finished. This home has been meticulously maintained located on a quiet street in the Kenny neighborhood! Please see the updates and exclusions flyer! *Downstairs bath is plumbed for shower!",44.895344,1843,-93.292495,489900,https://www.zillow.com/homedetails/5916-Colfax-Ave-S-Minneapolis-MN-55419/1897090_zpid/,1947,"Kenny, Minneapolis"
468,5952 Emerson Ave S,55419,2,3,"Highly desirable Kenny neighborhood. Enjoy walking to shopping, restaurants, parks and lakes near by! Gleaming hardwood floors, fresh paint, updated bathrooms, new electrical and a fresh start in the backyard.  Come check this one out right away!",44.894486,1800,-93.295048,339900,https://www.zillow.com/homedetails/5952-Emerson-Ave-S-Minneapolis-MN-55419/1897226_zpid/,1956,"Kenny, Minneapolis"
469,5840 Fremont Ave S,55419,2,3,"Gorgeous Southwest Minneapolis home within walking distance to Kenny Park, Grass Lake, the parkway and more. 3 bedrooms, 2 bathrooms with a main floor family room that walks out to an oversized landscaped backyard.  Updated eat in kitchen with granite counters, stainless steel appliances. Large master bedroom with two closets, finished lower level with a family room, bedroom and bathroom. Two car garage. Updates include furnace & humidifier '17 central air '14, newer Anderson windows, interior and exterior paint 2020.",44.896553999999995,2015,-93.29642199999999,374900,https://www.zillow.com/homedetails/5840-Fremont-Ave-S-Minneapolis-MN-55419/1897190_zpid/,1953,"Kenny, Minneapolis"
470,5425 Emerson Ave S,55419,3,4,"Enjoy this beautifully renovated home set on a quiet picturesque block near great schools, dining and shopping.  Appreciate the thoughtful, open ,floor plan with light filled spaces. Admire the high end finishes throughout with intricate tile, refinished hardwood floors and artistic light fixtures. Amazing Master suite. Perfect for any individual or family lifestyle needs.",44.904301000000004,3120,-93.294271,699900,https://www.zillow.com/homedetails/5425-Emerson-Ave-S-Minneapolis-MN-55419/1895312_zpid/,1927,"Kenny, Minneapolis"
471,1021 W 60th St,55419,2,3,"Charming one-level living in Kenny, just a few blocks to Grass Lake, Kenny and Anthony schools, businesses of Lyndale/Diamond Lake Rd, and easy freeway access. Beautiful Southwest Minneapolis living! On a quiet street and large lot, enjoy the privacy of a fully-fenced back yard with a covered patio. Move right into this meticulously maintained home and enjoy many updates: granite counters, new counter-depth stainless refrigerator, new gas range and range hood, new dishwasher, newer roof, newer AC and high-efficiency furnace, refinished hardwood floors. The fully remodeled lower level features new bath, two egress windows for possible 4th bedroom and a fabulous family room! USI Fiberoptics to the house with speeds up to 1Gig support your work- and school-from-home needs. And you'll appreciate the spacious & organized 2+ car garage.",44.894155,1976,-93.29326,350000,https://www.zillow.com/homedetails/1021-W-60th-St-Minneapolis-MN-55419/1897423_zpid/,1957,"Kenny, Minneapolis"
472,5836 Bryant Ave S,55419,2,3,"Located in the desirable Kenny Neighborhood with it's coordinated events throughout the year this home is within walking distance to lakes, parks, restaurants & shopping at 54th & Lyndale!  It has been completely refinished with fresh paint, new flooring throughout and beautifully refinished hardwood floors. All new kitchen cabinets with granite counters and glass tile backsplash. All new bathroom fixtures. Large picture window in the living room lets in lots of light. Family room in the lower level with cozy gas fireplace. Flex room that could be used as an office, playroom or fitness studio. Three season sun porch to enjoy morning coffee or a relaxing afternoon. Private fenced in backyard with a large flagstone patio and fire pit for summer get-togethers.  Quick close possible. Move right in! Home warranty included.",44.896464,1646,-93.291259,359000,https://www.zillow.com/homedetails/5836-Bryant-Ave-S-Minneapolis-MN-55419/1897050_zpid/,1946,"Kenny, Minneapolis"
473,5445 Emerson Ave S,55419,2,4,"Kenny Two Story Turn Key Home! This wonderful home features 3 bedrooms on the upper level, 1 in the lower level. Lovely built-ins throughout this home - dining room, living room and bedroom, hardwood floors, updated kitchen, newer furnace, new gutters - even a radon mitigation system! Large Paver Patio in the backyard and a 2 car heated and A/C garage with extra storage above. All the charm one expects from 1929 with modern updates. Walkable location: grocery, restaurants, coffee, library, Minnehaha Pkwy, schools, parks and more! Southwest Schools!",44.903749,1806,-93.294274,424900,https://www.zillow.com/homedetails/5445-Emerson-Ave-S-Minneapolis-MN-55419/1895307_zpid/,1929,"Kenny, Minneapolis"
474,5649 Humboldt Ave S,55419,4,5,"*This property is listed on the MLS*

This beautiful home models the perfect balance between new updates and renovations while maintaining traditional character and craftsmanship of Southwest Minneapolis homes. Features main floor master bedroom with modern custom designed wardrobe, refinished hardwood floors and beautiful en suite including a soaker tub and walk in shower. Open kitchen with new cabinets and appliances. Double French doors off of the kitchen lead to screened porch, deck, and newly landscaped backyard. 3 Car garage, insulated, heated, and full electrical supply. Significant storage space available with garage cabinets, attic, and attached shed. Fully finished basement including bedroom and half bath. Upstairs holds three spacious bedrooms with large closets, and a bathroom with a walk in shower. Perfect family location, across the street from Kenny Park and excellent schools, near the lakes, bike trails, and popular local restaurants.",44.900037,2621,-93.298115,624900,https://www.zillow.com/homedetails/5649-Humboldt-Ave-S-Minneapolis-MN-55419/1895503_zpid/,1950,"Kenny, Minneapolis"
475,2305 Penn Ave S,55405,5,4,"Lake of the Isles and Kenwood are at your doorstep, in this stunning, storybook classic that is move-in ready. Updated to perfection, this home has it all: open kitchen/family room; mudroom with attached 2-car garage (coated and heated floors); cozy den; 4 bedrooms up; renovated bathrooms; large master suite with a dream walk-in-closet, gorgeous bath with steam shower; private study/retreat, and private porch with auto-roll down screen; upper level laundry; junior ensuite bedroom. Open, light and bright, this home will delight inside and out. Outdoors, choose from a front patio overlooking Lake of the Isles, or multiple back brick-paver patios, one with built-in grill. Private, gated lawn surrounded by beautiful landscaping.",44.959794,6108,-93.307899,2750000,https://www.zillow.com/homedetails/2305-Penn-Ave-S-Minneapolis-MN-55405/2000897_zpid/,1926,"Kenwood, Minneapolis"
476,2104 W 21st St,55405,4,6,"Great opportunity to own this bright, updated and well maintained up/down duplex in the sought-after Kenwood neighborhood! Lower level is currently owner occupied. Each unit has 3 beds and 2 baths, beautiful wood floors, and generous room sizes. Lower level has newer central AC. The clean basement offers a spacious laundry room, office, and a large workshop! Just steps away from Lake of the Isles and local restaurants.",44.962037,3268,-93.307385,799000,https://www.zillow.com/homedetails/2104-W-21st-St-Minneapolis-MN-55405/2000963_zpid/,1923,"Kenwood, Minneapolis"
477,1718 Oliver Ave S,55405,5,5,"Stunning new custom built modern home in the luxurious Kenwood Neighborhood. Spacious open floor plan with gourmet kitchen, complete with marble counter tops, 2 wall ovens, island cook top, touch cabinetry with high end ""Thermador"" appliances. Floor to ceiling windows exude copious amounts of natural light showcasing the beautiful great room fireplace and breathtaking views of Kenwood Park. As you head to the floating stair case, upstairs you will find the impressive master suite with private master bath, walk in closet and rooftop balcony. Enjoy the soothing see-through fireplace from the balcony or head back into the other 3 bedrooms. Jack & Jill full bath, 3/4 bath and upper level laundry room. Headed down to the finished basement you'll find an expansive family room, 3/4 bath, bedroom and full wet bar. Other home highlights include: Wood floors and tile that canvas the entire home, high ceilings, 2 fireplaces, main floor office, sliding glass doors and expansive walk-in pantry.",44.965849,4331,-93.30749300000001,2899900,https://www.zillow.com/homedetails/1718-Oliver-Ave-S-Minneapolis-MN-55405/1950775_zpid/,2020,"Kenwood, Minneapolis"
478,1700 Kenwood Pkwy,55405,6,3,"The perfect blend of Italianate and Mediterranean architecture offers light-filled creative spaces, a calming color palette, classic design details and a serene backdrop for everyday life. This gracious residence is perfectly sited for privacy - ovrszd wndws provide picturesque woodland & nature vistas and one-of-a-kind tree-top courtyard terrace connects the main house to the independent office/guest structure. Hand-crafted Artisan accents and magnificent textures provide exceptional depth and dimension to the warm and welcoming spaces. A cascading center stairwell, cocoon-like luxe owner's suite with stone wrapped spa bath, porte-cochère w/soaring screened porch above, a classically designed kitchen, a hidden room behind moveable bookshelf and an independent exercise/studio structure with bonus lower level space. An elegant architectural canvas - marbles, stones, mosaic tile, hand-scraped timbers, richly colored hdwd flring, bespoke built-ins, and arched windows and doorways.",44.967902,5135,-93.30628100000001,1995000,https://www.zillow.com/homedetails/1700-Kenwood-Pkwy-Minneapolis-MN-55405/1950761_zpid/,2001,"Kenwood, Minneapolis"
479,2221 Oliver Ave S,55405,5,5,"Exceptional 5-Bedroom/5-Bathroom with architectural detail, charm galore and stunning gardens. PRIME LOCATION on a beloved Kenwood street ""on the point"" just steps to Lake of the Isles and neighborhood amenities. Professionally maintained and updated throughout. Flowing floor plan and exquisite outdoor spaces invite easy living and gracious entertaining. Morning light fills the center island/eat-in kitchen and adjacent family room. Main level powder room. 3BR on 2nd level includes master suite, laundry, and full hall bath. 2BR on 3rd level with sitting room and large 3/4 bath. Outdoor spaces offer privacy, a large patio, beautifully maintained lawn and garden beds, and new oversized double garage. Finished lower level with recreation area, family room with 3rd fireplace and wet bar, spa-like full bath/sauna, and 2nd laundry room. This home is a gem!",44.960103000000004,4633,-93.30668299999999,1295000,https://www.zillow.com/homedetails/2221-Oliver-Ave-S-Minneapolis-MN-55405/2000917_zpid/,1913,"Kenwood, Minneapolis"
480,1204 Kenwood Pkwy,55405,3,3,"This property is an ultra modern boutique condo, comprised of 4 units. Built by Kroiss Development & designed by Peterssen/Keller Architects. Single level condo with ample main level balcony along with roof top deck space overlooking Minneapolis. One visit to this property and you will understand its value, and a appreciate its modern charm.",44.968577,2850,-93.30503,1899900,https://www.zillow.com/homedetails/1204-Kenwood-Pkwy-Minneapolis-MN-55405/88831763_zpid/,2018,"Kenwood, Minneapolis"
481,1824 Oliver Ave S,55405,3,3,Stunning and unique Kenwood home with spectacular Park/Garden views from every room! Sun drenched with natural light. Classic charm blended tastefully with modern renovations throughout. A master suite features 3 dramatic window views overlooking the treetops of Kenwood Park. A lush hillside garden frames the backyard space for privacy and stunning entertaining.,44.963747,3191,-93.307928,849000,https://www.zillow.com/homedetails/1824-Oliver-Ave-S-Minneapolis-MN-55405/1950767_zpid/,1911,"Kenwood, Minneapolis"
482,2409 W 22nd St,55405,4,5,"Beautifully renovated Arts & Crafts style home located just one block from Lake of the Isles in the highly sought after Kenwood neighborhood.  Thoughtful design and master craftsmanship are the hallmark throughout this stunning home.  Large living room with wood burning fire place.  Gourmet kitchen with granite counter tops and top end  stainless steel appliances.  Main floor family room walks out to your own private oasis in the back yard. Enjoy summer on the patio and beautiful landscaping.  Large mudroom entry from back yard with built ins and walk-in closet. Main floor features office, sun room and 1/2 bath. Generous master suite with built-in cabinets and walk-in closet.  Private master bath with separate tub and shower. 4 bedrooms on one level.  All bedrooms have an abundance of storage.  Upper level 3/4 bath. Lower level amusement room has built-in work stations and kitchenette.  Lower level media room.  Lower level 5th bedroom and full bath.",44.95991,5314,-93.31108,1475000,https://www.zillow.com/homedetails/2409-W-22nd-St-Minneapolis-MN-55405/1990677_zpid/,1915,"Kenwood, Minneapolis"
